Title_name,Title_list1_Image,Title_list1_cal,Title_list1_carbs,Title_list1_Fats,Title_list1_Prot,Title_list1_Sugar
"Green peppers
Sweet, green, canned, solids and liquids",https://images.eatthismuch.com/images/food_icons_v3/red_pepper.png,25,5.5 g,0.4 g,1.1 g,1.7 g
"Pigeonpeas
Immature seeds, cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,170,29.8 g,2.1 g,9.1 g,9.5 g
Poi,https://images.eatthismuch.com/thmb/2088_Jakehavronfit_03ad62f8-6ce2-49c8-b089-2c2d002e2b08.jpg,269,65.4 g,0.3 g,0.9 g,1.0 g
"Rutabagas
Cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,72,16.4 g,0.4 g,2.2 g,4.3 g
"Seaweed
Irishmoss, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,5,1.2 g,0.0 g,0.2 g,0.1 g
"Spinach
Canned, regular pack, solids and liquids",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,44,6.8 g,0.9 g,4.9 g,3.7 g
"Succotash
(corn and limas), canned, with cream style corn",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,205,46.8 g,1.4 g,7.0 g,8.0 g
"Sweet potato
Canned, mashed",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,258,59.1 g,0.5 g,5.0 g,4.3 g
"Sweet potato
Frozen, unprepared",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,169,39.1 g,0.3 g,3.0 g,3.0 g
"Taro leaves
Cooked, steamed, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,35,5.8 g,0.6 g,3.9 g,2.9 g
"Taro shoots
Cooked, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,20,4.5 g,0.1 g,1.0 g,0 g
"Tomato sauce
Canned, with onions",https://images.eatthismuch.com/images/food_icons_v3/tomato.png,103,24.4 g,0.5 g,3.8 g,4.4 g
"Turnips
Frozen, unprepared",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,45,8.3 g,0.5 g,3.0 g,5.1 g
"Dock
Cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,20,2.9 g,0.6 g,1.8 g,2.6 g
"Eppaw
Raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,150,31.7 g,1.8 g,4.6 g,0 g
"Sweet potato
Canned, syrup pack, solids and liquids",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,203,47.7 g,0.5 g,2.2 g,5.7 g
"Lima beans
Immature seeds, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,209,40.2 g,0.5 g,11.6 g,9.0 g
"Snap beans
Yellow, cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,44,9.9 g,0.4 g,2.4 g,4.1 g
"Snap beans
Yellow, frozen, cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,38,8.7 g,0.2 g,2.0 g,4.1 g
"Beet greens
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,39,7.9 g,0.3 g,3.7 g,4.2 g
"Collards
Frozen, chopped, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,61,12.1 g,0.7 g,5.0 g,4.8 g
"Cowpeas
Young pods with seeds, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,32,6.6 g,0.3 g,2.5 g,0 g
"Kohlrabi
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,48,11.0 g,0.2 g,3.0 g,1.8 g
"Mustard greens
Frozen, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,40,6.6 g,0.5 g,4.8 g,5.9 g
"Peas and carrots
Canned, no salt added, solids and liquids",https://images.eatthismuch.com/thmb/2435_janetherock_4e7f203b-6a31-4c93-8157-f43b94ac2018.jpg,97,21.6 g,0.7 g,5.5 g,8.4 g
"Pork leg (ham), shank half
Fresh, separable lean and fat, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,197,0 g,11.4 g,22.1 g,0 g
"Pork loin, whole
Fresh, separable lean and fat, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,221,0 g,13.0 g,24.1 g,0 g
"Pork loin, blade (chops)
Fresh, bone-in, separable lean only, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,63,0 g,3.2 g,7.9 g,0 g
"Pork loin, center loin (chops)
Fresh, bone-in, separable lean and fat, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,69,0 g,3.8 g,8.0 g,0 g
"Pork loin, center loin (chops)
Fresh, bone-in, separable lean and fat, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,59,0 g,3.1 g,7.3 g,0 g
"Pork loin, center rib (chops or roasts)
Fresh, bone-in, separable lean only, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,165,0 g,5.8 g,26.4 g,0 g
"Pork loin, sirloin (chops or roasts)
Fresh, bone-in, separable lean and fat, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,762,0 g,40.6 g,92.9 g,0 g
"Pork loin, top loin (roasts)
Fresh, boneless, separable lean and fat, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,54,0 g,2.5 g,7.5 g,0 g
"Pork loin, top loin (chops)
Fresh, boneless, separable lean only, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,145,0 g,3.7 g,26.0 g,0 g
"Pork shoulder, whole
Fresh, separable lean only, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,311,0 g,18.3 g,34.2 g,0 g
"Pork shoulder, arm picnic
Fresh, separable lean only, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,34,0 g,1.1 g,5.7 g,0 g
"Pork shoulder, (boston butt)
Fresh, blade (steaks), separable lean only, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,37,0 g,1.6 g,5.3 g,0 g
"Pork shoulder, (boston butt)
Fresh, blade (steaks), separable lean only, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,284,0 g,16.1 g,32.4 g,0 g
"Pork spareribs
Fresh, separable lean and fat, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,337,0 g,25.8 g,24.7 g,0 g
"Pork chitterlings
Fresh, variety meats and by-products, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,52,0 g,4.7 g,2.2 g,0 g
"Pork ears
Fresh, variety meats and by-products, frozen, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,264,0.7 g,17.1 g,25.4 g,0 g
"Pork ears
Fresh, variety meats and by-products, frozen, cooked, simmered",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,184,0.2 g,12.0 g,17.7 g,0 g
"Pork feet
Fresh, variety meats and by-products, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,60,0 g,3.6 g,6.6 g,0 g
"Pork kidneys
Fresh, variety meats and by-products, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,233,0 g,7.6 g,38.4 g,0 g
"Pork liver
Fresh, variety meats and by-products, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,140,3.2 g,3.7 g,22.1 g,0 g
"Pork lungs
Fresh, variety meats and by-products, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,297,0 g,9.3 g,49.8 g,0 g
"Pork pancreas
Fresh, variety meats and by-products, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,186,0 g,9.2 g,24.2 g,0 g
"Cured ham
Pork, boneless, extra lean and regular, unheated",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,227,3.2 g,11.7 g,25.6 g,0 g
"Pork separable lean and fat
Fresh, backribs, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,64,0 g,4.6 g,5.4 g,0 g
"Pork center rib (chops)
Fresh, loin, boneless, separable lean and fat, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,221,0 g,13.4 g,23.5 g,0 g
"Pork country-style ribs
Fresh, loin, separable lean only, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,210,0 g,12.1 g,23.6 g,0 g
"Pork shoulder petite tender
Boneless, separable lean and fat, raw",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,36,0 g,1.1 g,6.1 g,0 g
"Yardlong bean
Raw",https://images.eatthismuch.com/thmb/1965_hillarycacatian_60650258-f98b-4a14-93f4-6847d8b0ab6f.jpg,43,7.6 g,0.4 g,2.5 g,0 g
"Cap'n crunch
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,143,30.8 g,1.8 g,1.6 g,0.9 g
"Cap'n crunch with crunchberries
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,103,22.3 g,1.3 g,1.2 g,0.7 g
"Cap'n crunch's peanut butter crunch
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,150,28.3 g,3.3 g,2.6 g,1.0 g
"Ralston crispy rice
Cereals ready-to-eat, ralston",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,130,28.5 g,0.4 g,2.2 g,0.2 g
"Cream of rice
Cereals, cooked with water, without salt",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,127,27.8 g,0.2 g,2.2 g,0.2 g
"Farina
Cereals, enriched, assorted brands including cream of wheat, quick (1-3 minutes), dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,40,8.1 g,0.2 g,1.3 g,0.5 g
"Farina
Cereals, enriched, assorted brands including cream of wheat, quick (1-3 minutes), cooked with water, without salt",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,132,26.2 g,0.8 g,4.4 g,1.9 g
"Cream of wheat
Cereals, mix'n eat, apple, banana and maple flavored, prepared",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,132,29.0 g,0.4 g,2.4 g,0.4 g
"Maypo
Cereals, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,362,67.7 g,5.0 g,12.4 g,10.2 g
"Maypo
Cereals, cooked with water, without salt",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,170,31.9 g,2.4 g,5.8 g,5.8 g
"Instant oats
Cereals, fortified, with cinnamon and spice, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,170,35.0 g,2.2 g,4.4 g,3.7 g
"Corn grits
Cereals, regular, quick, unenriched, cooked with water, with salt, white",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,145,31.5 g,0.5 g,3.4 g,0.5 g
"Corn grits
Cereals, regular, quick, enriched, cooked with water, with salt, yellow",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,151,32.3 g,0.9 g,2.9 g,1.6 g
"Corn grits
Cereals, regular and quick, unenriched, cooked with water, without salt, yellow",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,143,31.1 g,0.5 g,3.4 g,0.7 g
"Shredded wheat
Cereals ready-to-eat, post, bite-size",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,183,43.6 g,1.0 g,4.1 g,5.0 g
"Corn grits, butter flavor
Cereals, quaker, instant, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,103,21.0 g,1.6 g,2.3 g,1.3 g
"Corn grits, butter flavor
Cereals, quaker, instant, prepared with water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,71,14.0 g,1.0 g,1.5 g,0.9 g
"Total raisin bran
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,165,40.7 g,0.8 g,3.0 g,4.8 g
"Quaker multigrain oatmeal
Cereals, quaker, prepared with water, salt",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,17,3.8 g,0.1 g,0.6 g,0.6 g
"Basic 4
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,197,43.6 g,2.1 g,3.7 g,3.7 g
"Apple cinnamon cheerios
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,116,24.4 g,1.7 g,2.3 g,2.0 g
"Kaboom
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,120,26.2 g,1.0 g,1.0 g,1.0 g
"Quaker sweet puffs
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,133,29.9 g,0.7 g,2.3 g,1.2 g
"Berry colossal crunch
Cereals ready-to-eat, malt-o-meal",https://images.eatthismuch.com/thmb/1169_MrsLisa007_06342c6f-e550-4749-a585-f495da6168ec.jpg,122,26.1 g,1.4 g,1.4 g,0.5 g
"Oatmeal cereal
Cereals ready-to-eat, quaker, brown sugar bliss",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,188,39.0 g,2.7 g,4.3 g,3.6 g
"Cinnamon crunch bagged cereal
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,397,83.7 g,6.0 g,5.1 g,4 g
"Kellogg's marshmallow froot loops
Cereals ready-to-eat, kellogg",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,113,26.8 g,0.8 g,1.4 g,2.2 g
"Kashi 7 Whole Grain Puffs
Cereals ready-to-eat",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,64,14.9 g,0.4 g,2.5 g,1.5 g
"Harmony
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,201,43.5 g,1.2 g,6.1 g,2.2 g
"Instant oatmeal, baked apple
Cereals, quaker, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,145,30.8 g,1.8 g,3.2 g,2.9 g
"Instant oatmeal, banana bread
Cereals, quaker, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,151,31.0 g,2.0 g,3.7 g,2.7 g
"Instant oatmeal, baked apple
Cereals, quaker, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,198,41.8 g,2.5 g,4.4 g,3.9 g
"Instant oatmeal, dinosaur eggs with dinosaur bones
Cereals, quaker, brown sugar cinnamon, prepared with boiling water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,199,37.6 g,3.7 g,3.8 g,2.8 g
"Instant oatmeal, baked apple
Cereals, quaker, prepared with boiling water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,153,30.9 g,1.8 g,3.2 g,2.9 g
"Instant oatmeal, treasure hunt
Cereals, quaker, prepared with boiling water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,179,36.3 g,2.2 g,3.6 g,2.7 g
"Instant oatmeal, express baked apple
Cereals, quaker, prepared with boiling water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,208,41.9 g,2.5 g,4.4 g,4.0 g
"Instant oatmeal, express cinnamon roll
Cereals, quaker, prepared with boiling water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,209,41.3 g,2.7 g,4.8 g,3.6 g
"Frosted mini-wheats
Cereals ready-to-eat, kellogg's, maple & brown sugar, bite size",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,100,24.0 g,0.4 g,2.5 g,2.9 g
"Peanut butter toast crunch
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,130,22.8 g,3.5 g,2.0 g,1.0 g
"Eggo crunch cereal
Cereals ready-to-eat, kellogg, maple flavored",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,117,25.7 g,1.4 g,2.0 g,1.8 g
"Organic promise cinnamon harvest
Cereals ready-to-eat, kashi",https://images.eatthismuch.com/thmb/1261_erbgagnon_58a6a06d-ac39-4af2-9040-5c580022db92.jpg,181,42.7 g,0.8 g,5.9 g,5.8 g
"Honey crunch cereal
Cereals ready-to-eat, kashi mighty bites",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,116,22.8 g,1.3 g,5.6 g,3.0 g
"Summer berry cereal
Cereals ready-to-eat, kashi granola",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,429,73.3 g,12.8 g,13.2 g,13.6 g
"Dora the explorer
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,99,22.4 g,1.5 g,1.5 g,2.8 g
"Fruity cheerios
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,137,30.3 g,1.7 g,2.1 g,2.1 g
"Sour cherries, canned
Red, water pack, solids and liquids (includes usda commodity red tart cherries, canned)",https://images.eatthismuch.com/images/food_icons_v3/apple.png,88,21.8 g,0.2 g,1.9 g,2.7 g
"Sweet cherries
Water pack, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/apple.png,114,29.2 g,0.3 g,1.9 g,3.7 g
"Sweet cherries
Light syrup pack, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/apple.png,169,43.6 g,0.4 g,1.5 g,3.8 g
"Sweet cherries
Pitted, heavy syrup pack, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/apple.png,210,53.8 g,0.4 g,1.5 g,3.5 g
"Custard-apple, (bullock's-heart)
Raw",https://images.eatthismuch.com/images/food_icons_v3/apple.png,101,25.2 g,0.6 g,1.7 g,2.4 g
"Grapefruit
White, all areas, raw",https://images.eatthismuch.com/images/food_icons_v3/grape.png,78,19.8 g,0.2 g,1.6 g,2.6 g
"Grapefruit
Sections, water pack, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/grape.png,88,22.3 g,0.2 g,1.4 g,1.0 g
"Grapefruit
Sections, juice pack, solids and liquids, canned",https://images.eatthismuch.com/images/food_icons_v3/grape.png,92,22.9 g,0.2 g,1.7 g,1.0 g
"Grapefruit juice concentrate
White, unsweetened, undiluted, frozen",https://images.eatthismuch.com/images/food_icons_v3/grape.png,302,71.5 g,1.0 g,4.1 g,0.8 g
"Grapefruit juice concentrate
White, unsweetened, diluted with 3 volume water, frozen",https://images.eatthismuch.com/images/food_icons_v3/grape.png,101,24.0 g,0.3 g,1.4 g,0.2 g
"Peaches
Canned, extra heavy syrup pack, solids and liquids",https://images.eatthismuch.com/thmb/1490_ldementhon_36ebcca3-364c-4202-b7bd-0e9cead096ea.png,252,68.3 g,0.1 g,1.2 g,2.6 g
"Chocolate soymilk
Nonfat, with added calcium, vitamins a and d",https://images.eatthismuch.com/images/food_icons_v3/soy.png,107,20.7 g,0.1 g,6.0 g,0.5 g
"Lamb foreshank
Domestic, separable lean and fat, trimmed to 1/4"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,57,0 g,3.8 g,5.4 g,0 g
"Lamb leg
Domestic, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,191,0 g,10.6 g,22.4 g,0 g
"Lamb leg
Domestic, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,38,0 g,1.4 g,5.8 g,0 g
"Lamb leg
Domestic, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,410,0 g,18.4 g,57.0 g,0 g
"Lamb rib
Domestic, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,305,0 g,25.3 g,18.0 g,0 g
"Lamb shoulder
Domestic, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,292,0 g,20.9 g,24.4 g,0 g
"Lamb shoulder
Domestic, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,235,0 g,17.0 g,19.1 g,0 g
"Lamb shoulder
Domestic, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,41,0 g,1.9 g,5.5 g,0 g
"Lamb shoulder
Domestic, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,173,0 g,9.2 g,21.2 g,0 g
"Lamb shoulder
Domestic, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,294,0 g,20.4 g,25.8 g,0 g
"Lamb shoulder
Domestic, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,170,0 g,7.7 g,23.6 g,0 g
